bad,purpose_1,purpose_2,purpose_3,purpose_4,purpose_5,term_1,term_2,verification_status_1,verification_status_2,verification_status_3,initial_list_status_1,initial_list_status_2,loan_amnt,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,total_acc,pub_rec_bankruptcies,emp_length,pop,urate
0,1,0,0,0,0,1,0,1,0,0,1,0,5500,196.83,60000,4.4899998,1,1,13,0,21,0,5,248792256,9.6999998
0,1,0,0,0,0,1,0,1,0,0,1,0,6000,187.75,110000,3.8800001,0,0,8,0,14,0,3,71517920,8.1000004
0,1,0,0,0,0,1,0,1,0,0,1,0,1500,48.189999,51996,15.62,0,1,9,0,32,0,10,2630059,5.3190475
0,1,0,0,0,0,0,1,0,1,0,1,0,10000,241.33,30000,16.68,0,1,5,0,11,0,8,61144840,12.1
0,0,0,1,0,0,1,0,1,0,0,1,0,4800,168.28999,63000,7.6999998,0,0,12,0,21,0,10,4559883,9.547368
0,0,0,1,0,0,1,0,1,0,0,1,0,2200,71.160004,37000,18.190001,0,0,7,0,9,0,10,72160832,8.0377779
0,0,0,0,0,1,1,0,1,0,0,1,0,6400,216.33,67000,15.15,0,2,11,0,27,0,10,6078020,11.395162
1,0,0,0,0,1,1,0,1,0,0,1,0,1000,32.580002,33600,20.18,0,0,6,0,8,0,0,107546368,10.016666
0,1,0,0,0,0,1,0,0,0,1,1,0,18000,615.10999,140000,3.8699999,0,1,4,0,18,0,0,53791056,6.8000002
1,0,0,0,0,1,1,0,1,0,0,1,0,2400,76.209999,32000,33.259998,0,5,7,0,10,0,8,125542000,9.1000004
0,1,0,0,0,0,1,0,1,0,0,1,0,10000,350.59,65000,15.25,0,3,13,0,18,0,10,148774512,11.310667
0,0,0,0,0,1,1,0,0,0,1,1,0,14500,445.20999,65000,0.88999999,0,1,12,0,21,0,2,4167630,8.1000004
0,0,0,0,0,1,1,0,0,0,1,1,0,6000,184.23,70000,2.6700001,0,0,17,0,41,0,10,149819360,9.7213335
0,1,0,0,0,0,1,0,1,0,0,1,0,4125,141.64999,26000,21.09,0,0,9,0,19,0,2,5831976,6.6153846
0,0,0,0,0,1,1,0,0,1,0,1,0,10000,312.82001,75000,10.4,0,0,17,0,22,0,0,95867288,9.0086956
0,1,0,0,0,0,1,0,0,0,1,1,0,19075,652.78003,66000,22.190001,0,0,10,0,25,0,3,1030715,8.4071426
0,0,0,0,0,1,1,0,0,1,0,1,0,6000,208.67,33000,13.67,0,1,2,0,3,0,0,269662592,8.9510641
0,1,0,0,0,0,1,0,1,0,0,1,0,10000,317.54001,65000,25.530001,0,0,10,0,29,0,5,22299870,9.2733335
1,1,0,0,0,0,1,0,0,1,0,1,0,7000,239.61,230000,7.5700002,0,1,7,1,27,1,4,187660736,8.6999998
0,1,0,0,0,0,1,0,0,0,1,1,0,14000,429.85999,75000,15.02,0,2,20,0,33,0,10,85666656,8
0,1,0,0,0,0,1,0,1,0,0,1,0,7125,249.8,34320,22.59,0,1,4,0,5,0,4,7408750,13.994805
0,1,0,0,0,0,1,0,1,0,0,1,0,7000,255.71001,53000,13.63,0,2,5,0,10,0,10,266776752,9.1000004
0,0,0,0,0,1,1,0,0,1,0,1,0,15000,469.35999,120000,7.1199999,0,3,9,0,21,0,10,38337936,7.6999998
0,1,0,0,0,0,1,0,0,0,1,1,0,16000,517.47998,90000,13.63,0,1,11,0,37,0,10,323130176,6.5999999
0,1,0,0,0,0,1,0,1,0,0,1,0,13225,465.67999,123000,24.549999,0,2,16,0,47,0,0,371155296,10.4
0,0,0,0,0,1,1,0,0,0,1,1,0,7650,254.53,55000,2.25,0,3,7,0,10,0,2,375538176,8.9881716
0,1,0,0,0,0,1,0,1,0,0,1,0,12000,390.88,60000,16.98,0,3,12,0,24,0,3,13463216,9.4925928
0,0,0,0,0,1,1,0,0,1,0,1,0,5400,193.25999,120000,12.52,4,0,7,0,33,0,0,286670816,10.9
0,1,0,0,0,0,1,0,1,0,0,0,1,8925,315.06,55000,8.0500002,0,2,12,0,26,0,8,1031850880,11.05
1,0,0,0,0,1,1,0,0,1,0,1,0,2000,71.199997,33000,3.3099999,0,2,3,0,3,0,2,332640,10.5
0,1,0,0,0,0,1,0,1,0,0,1,0,10000,311.10001,24000,10.8,0,3,15,0,21,0,7,11453074,8.8869562
0,1,0,0,0,0,1,0,1,0,0,1,0,12800,406.67999,34000,0.18000001,0,0,7,0,31,0,4,57131200,9.1000004
1,1,0,0,0,0,0,1,0,0,1,1,0,15000,374.32999,83000,17.549999,1,0,7,0,21,0,4,247772240,12.931915
0,1,0,0,0,0,1,0,1,0,0,1,0,3500,121.03,43000,20.76,0,0,11,0,18,0,4,185326736,5.3000002
0,0,0,0,0,1,1,0,0,0,1,1,0,6400,229.03999,32000,9.8299999,0,0,7,2,9,1,7,662652352,9.5273972
0,1,0,0,0,0,1,0,0,0,1,1,0,27575,1038.75,55200,28.48,0,2,9,0,25,0,8,3521231,10.94
0,0,0,0,0,1,1,0,1,0,0,1,0,8000,272.14999,53560,15.39,0,0,10,0,13,0,10,40594456,6.3898878
0,0,0,1,0,0,1,0,0,0,1,1,0,7200,239.56,51000,17.530001,0,2,12,0,36,0,10,98684288,5.6652174
0,1,0,0,0,0,1,0,1,0,0,1,0,10500,368.12,33600,13.68,0,1,15,0,33,0,3,1941317,8.9444447
0,1,0,0,0,0,1,0,1,0,0,1,0,8000,286.29999,47000,15.78,0,1,8,0,15,0,10,36294256,12.4
0,1,0,0,0,0,1,0,1,0,0,1,0,10000,341.73001,93000,9.5100002,0,2,6,1,21,1,10,1652428,9.9142857
0,1,0,0,0,0,1,0,0,0,1,1,0,8000,266.17999,78000,8.3800001,0,0,8,0,11,0,0,33370312,7.3611112
0,1,0,0,0,0,1,0,0,0,1,1,0,10900,396.75,37000,19.219999,0,1,7,0,7,0,3,72250784,8.3000002
0,1,0,0,0,0,1,0,1,0,0,1,0,13000,438.72,65000,9.71,0,0,18,0,41,0,3,18227630,6.3106384
0,1,0,0,0,0,1,0,1,0,0,1,0,21000,639.15002,100000,18.01,0,0,8,0,26,0,0,46618800,7.1999998
0,1,0,0,0,0,1,0,0,0,1,1,0,1500,50.540001,27340,24.32,0,2,18,0,28,0,7,270155,3.8707693
0,1,0,0,0,0,1,0,0,0,1,1,0,10075,355.66,56000,16.459999,0,0,11,0,15,0,3,129944080,13.2
0,1,0,0,0,0,1,0,0,0,1,1,0,15000,513.33002,61000,3,0,1,9,1,28,1,2,106489448,6.5
1,0,0,0,0,1,1,0,1,0,0,1,0,4250,150.03,45000,10.16,0,1,2,0,8,0,10,14147094,8.3534479
0,1,0,0,0,0,1,0,0,0,1,1,0,10000,343.39001,39000,31.82,0,0,23,0,34,0,8,64467160,6.8171873
0,0,0,1,0,0,1,0,1,0,0,1,0,4075,122.91,45000,23.41,0,1,6,0,35,0,6,4363654,11.527778
0,1,0,0,0,0,0,1,1,0,0,1,0,12000,146.39999,33600,18.18,0,0,5,0,9,0,7,51204528,7.7288136
0,1,0,0,0,0,1,0,0,1,0,1,0,12000,400.98999,55000,14.18,1,0,6,0,11,0,10,13689160,9.6999998
0,1,0,0,0,0,1,0,1,0,0,1,0,14400,479.12,55000,29.1,0,2,8,0,22,0,2,247130032,10.9
0,1,0,0,0,0,1,0,0,0,1,0,1,11500,382.63,35000,33.84,1,1,13,0,25,0,10,4258992,8.9849319
0,0,1,0,0,0,1,0,0,0,1,1,0,7000,214.92999,60000,5.5799999,0,0,10,0,35,0,8,66606060,6.4366198
1,0,0,0,0,1,1,0,1,0,0,1,0,2000,70.610001,30972,15.61,0,2,4,0,5,0,1,798152,8.1941175
1,1,0,0,0,0,1,0,0,0,1,1,0,20000,674.94,70000,13.7,0,0,15,0,25,0,5,1287697,5.5351353
0,0,0,1,0,0,1,0,1,0,0,1,0,2000,62.02,24000,8,0,0,2,0,5,0,1,248322864,12.447872
0,1,0,0,0,0,1,0,0,0,1,0,1,18000,687.25,41600,19.290001,0,3,12,1,19,1,10,19001362,9.2378044
0,1,0,0,0,0,1,0,0,0,1,1,0,15000,499.07999,46000,27.030001,0,0,14,0,28,0,2,18985488,6.8000002
0,1,0,0,0,0,1,0,0,0,1,1,0,14825,451.20999,72000,13.08,0,0,14,0,30,0,2,151733072,7.196629
0,1,0,0,0,0,1,0,1,0,0,0,1,4000,144.14999,105000,9.7399998,0,2,8,0,10,0,10,28566644,5.639535
0,1,0,0,0,0,1,0,1,0,0,0,1,12300,434.20001,60000,14.34,0,2,10,1,15,1,10,55769912,7.1338983
1,1,0,0,0,0,1,0,1,0,0,1,0,8000,269.98001,70000,11.07,0,0,9,0,11,0,3,296556032,10.9
0,1,0,0,0,0,1,0,1,0,0,1,0,5000,164.02,70500,12.65,0,0,4,0,7,0,1,56679988,13.543038
1,1,0,0,0,0,1,0,1,0,0,1,0,13750,461.54001,36000,22.23,0,0,5,0,33,0,1,45594868,9.5
0,0,1,0,0,0,1,0,0,1,0,1,0,1750,59.060001,22000,24,0,2,13,0,14,0,2,4548067,10.652778
0,0,0,1,0,0,1,0,0,1,0,1,0,14400,450.57999,147000,16.75,0,0,10,0,16,0,10,248918496,7.9098592
0,0,0,0,0,1,1,0,0,1,0,1,0,9250,293.72,89000,2.4000001,0,0,2,0,6,0,2,55322960,7.4000001
0,1,0,0,0,0,1,0,0,0,1,1,0,24000,864.90002,80000,13.35,1,2,8,0,21,0,10,59920644,10.55
0,0,0,1,0,0,1,0,0,1,0,1,0,25000,854.20001,87500,4.4699998,0,7,7,0,27,0,7,24282620,6.9000001
0,1,0,0,0,0,1,0,0,0,1,1,0,21000,688.90997,150000,11.36,0,0,8,0,31,0,2,9921880,6.0017543
0,1,0,0,0,0,1,0,0,0,1,1,0,16000,551.90997,65000,11.94,0,0,13,0,25,0,4,148774512,11.310667
0,1,0,0,0,0,1,0,0,1,0,1,0,24250,882.66998,225000,9.6800003,1,0,11,0,14,0,1,1220193,8.8788729
0,1,0,0,0,0,1,0,1,0,0,1,0,9600,317.53,53000,18.18,0,0,9,0,18,0,7,53176464,8.1000004
0,0,0,1,0,0,1,0,0,1,0,1,0,12000,393.64999,85000,6.5799999,0,0,7,0,30,0,5,3781040,7.27
0,0,0,0,0,1,1,0,0,1,0,1,0,2000,69.300003,25200,14,0,2,3,0,14,0,8,32124352,11.063334
0,0,0,1,0,0,1,0,1,0,0,1,0,1800,61.52,47500,3.74,1,1,5,0,18,0,2,19131488,8.3849316
0,1,0,0,0,0,1,0,1,0,0,1,0,7125,244.66,35000,20.879999,0,0,9,1,22,1,4,54609720,5.5
0,1,0,0,0,0,1,0,0,0,1,1,0,13125,409.23999,106358,3.4000001,0,2,11,0,21,0,5,78595544,6.4721518
0,1,0,0,0,0,0,1,0,0,1,1,0,7500,159.36,106000,4.1100001,0,0,8,0,40,0,2,13558495,9.6999998
0,1,0,0,0,0,1,0,1,0,0,1,0,11500,377.26001,34000,12.71,0,0,6,0,9,0,10,8413240,6.8946428
1,1,0,0,0,0,1,0,0,0,1,1,0,9325,296.10001,28000,31.33,0,0,15,0,26,0,5,4259470,8.2799997
0,1,0,0,0,0,1,0,1,0,0,1,0,7200,224.37,35000,8.2600002,0,2,8,0,14,0,10,8714231,8.1190472
0,1,0,0,0,0,1,0,1,0,0,1,0,8125,282.89999,30100,22.879999,1,1,11,0,11,0,5,107875368,6.4864407
0,0,0,0,0,1,1,0,1,0,0,1,0,4000,131.89,95000,10.19,0,0,13,0,21,0,7,67048048,8.1000004
0,0,0,0,0,1,1,0,0,0,1,1,0,1000,35.540001,30000,12.86,0,1,3,0,5,0,3,4676430,12.290566
1,0,0,0,0,1,1,0,0,0,1,1,0,2000,68.449997,27000,33.509998,0,1,6,0,13,0,4,13582240,8.2345676
0,1,0,0,0,0,1,0,1,0,0,1,0,4800,155.75,56928,23.190001,0,0,9,0,25,0,3,932767936,12.5
0,1,0,0,0,0,1,0,1,0,0,1,0,6400,215.99001,65000,17.08,0,1,14,0,23,0,5,5286905,7.9608698
1,1,0,0,0,0,1,0,1,0,0,1,0,5750,194.05,20100,24.24,1,0,18,0,32,0,4,3884452,6.8000002
0,0,0,1,0,0,1,0,1,0,0,1,0,5000,162.23,61848,10.81,0,0,5,0,20,0,10,13076868,8
0,1,0,0,0,0,1,0,0,0,1,1,0,20000,683.46002,95000,9.0600004,2,0,8,0,18,0,6,31987548,8.0060606
1,1,0,0,0,0,1,0,0,1,0,1,0,28000,889.09003,110000,2.26,0,1,5,0,21,0,7,36428544,6.3225808
0,1,0,0,0,0,1,0,0,1,0,1,0,3400,105.78,24290.4,7.71,0,0,7,0,10,0,0,933474176,12.2
0,1,0,0,0,0,1,0,0,0,1,0,1,25975,945.46002,58500,24.76,0,4,15,0,53,0,5,1705605,6.6999998
0,1,0,0,0,0,1,0,0,0,1,1,0,28000,1021,115000,17.299999,0,0,9,0,15,0,3,187117616,9.1000004
0,1,0,0,0,0,1,0,1,0,0,1,0,20000,656.10999,145000,11.46,0,1,12,0,20,0,1,120346968,6.7800002
0,1,0,0,0,0,1,0,1,0,0,1,0,6000,198.89,36628.801,21.49,0,2,7,0,20,0,4,53932008,6.2164555
1,1,0,0,0,0,1,0,1,0,0,1,0,3000,99.5,24996,19.059999,0,0,10,0,11,0,2,8437415,13.586567
1,0,0,0,0,1,0,1,0,1,0,1,0,4500,110.52,27600,22.65,0,1,7,0,15,0,5,9830715,9.4507046
0,0,0,1,0,0,0,1,0,1,0,1,0,7000,151.33,53000,9.2600002,0,1,6,0,17,0,3,2658073,8.5857143
0,1,0,0,0,0,1,0,1,0,0,1,0,10000,345.37,44000,18.299999,0,1,10,0,14,0,6,293377632,7.5999999
0,1,0,0,0,0,1,0,1,0,0,1,0,5500,183,18400,19.110001,0,2,6,0,11,0,2,245552288,8.8704224
0,1,0,0,0,0,1,0,1,0,0,1,0,1250,46.009998,33000,12.07,0,0,4,0,5,0,3,17972150,7.5346937
0,1,0,0,0,0,1,0,1,0,0,1,0,24000,750.96997,85000,10.9,0,0,6,0,20,0,10,5083393,5.1700001
0,0,1,0,0,0,1,0,0,1,0,1,0,7500,230.28,50000,24.41,0,2,16,0,30,0,10,19577188,8.7333336
0,0,0,0,0,1,1,0,0,1,0,1,0,18000,571.56,65000,6.7600002,0,0,10,1,19,1,10,85666656,8
0,1,0,0,0,0,1,0,0,1,0,1,0,6600,221.53999,32500,13.51,0,1,9,1,14,0,6,4205522,11.777778
0,0,0,0,0,1,1,0,0,1,0,1,0,8000,260.59,36000,17.33,0,1,6,0,10,0,4,270155,3.8707693
0,1,0,0,0,0,1,0,1,0,0,1,0,13950,457.60999,70092,10.96,0,0,8,0,35,0,0,1514287,13.341305
0,1,0,0,0,0,1,0,1,0,0,1,0,12800,413.98999,100000,5.2199998,0,0,5,0,8,0,0,248792256,9.6999998
0,1,0,0,0,0,1,0,1,0,0,1,0,3000,95.32,42000,10.29,0,0,6,0,6,0,2,22695006,9.1645565
0,1,0,0,0,0,1,0,1,0,0,1,0,6050,192.11,30000,30.360001,0,0,6,0,10,0,1,69327040,8.7461538
0,0,1,0,0,0,0,1,0,0,1,1,0,9000,196.17999,45000,13.25,0,0,11,0,19,0,5,122398952,10.693828
0,0,0,1,0,0,1,0,1,0,0,1,0,1525,54.580002,46680,22.190001,0,2,26,0,49,0,3,4964837,8.4162502
0,1,0,0,0,0,1,0,1,0,0,0,1,4800,164.27,50000,13.1,0,0,13,0,28,0,4,7871864,13.4
1,1,0,0,0,0,1,0,0,0,1,1,0,18825,635.28998,53000,29.370001,0,0,16,0,30,0,10,94346744,8.0982141
1,1,0,0,0,0,1,0,1,0,0,1,0,10000,342.22,42000,8.71,0,0,12,0,21,0,10,61716912,10.5
0,0,0,0,0,1,1,0,1,0,0,1,0,5000,155.3,72000,14.22,0,0,7,0,14,0,6,28064464,12.466305
0,1,0,0,0,0,1,0,0,1,0,1,0,10100,351.66,55000,6.8699999,0,2,7,0,8,0,10,49467160,8.302597
0,1,0,0,0,0,1,0,1,0,0,1,0,15000,492.07999,68000,17.379999,0,1,6,0,21,0,6,1311832,6.1285715
0,1,0,0,0,0,1,0,1,0,0,1,0,11700,394.84,35000,14.17,2,1,11,0,16,0,2,706396,8.4730768
0,0,0,0,0,1,1,0,0,0,1,0,1,14825,516.16998,38000,20.809999,0,0,10,0,17,0,0,87111024,6.8000002
0,1,0,0,0,0,0,1,0,0,1,1,0,24250,469.76999,142500,16.41,0,0,14,0,24,0,3,212198848,11.1
0,1,0,0,0,0,1,0,1,0,0,1,0,6400,199.06,45000,14,0,0,7,0,9,0,6,921298,10.7
0,1,0,0,0,0,1,0,0,0,1,1,0,9450,329.03,45000,30.370001,0,0,16,0,40,0,3,248397,4.9285712
0,1,0,0,0,0,1,0,1,0,0,0,1,10000,337.47,51000,17.93,0,2,9,1,17,1,10,27329390,12.525
1,0,0,0,0,1,1,0,0,1,0,1,0,9200,307.42999,250000,1.61,0,0,7,0,13,0,3,7741356,8.8999996
0,1,0,0,0,0,1,0,1,0,0,0,1,6400,215.99001,141200,13.83,3,2,11,0,32,0,1,7903688,14.9
0,0,0,0,0,1,1,0,0,1,0,1,0,5000,154.7,77000,2.3399999,0,1,5,0,28,0,3,17606224,9.4153843
0,1,0,0,0,0,1,0,1,0,0,1,0,10000,307.04001,36000,10.57,0,0,8,0,12,0,1,69912976,8.6999998
0,1,0,0,0,0,1,0,0,1,0,1,0,6300,218.12,75000,6.0799999,0,0,2,0,8,0,6,933474176,12.2
0,1,0,0,0,0,1,0,0,0,1,1,0,8000,248.82001,45000,29.25,0,0,9,0,20,0,10,11136120,9.5
0,1,0,0,0,0,1,0,0,1,0,1,0,24000,750.96997,96100,14.53,0,0,9,1,16,1,6,12729914,7.8456788
0,0,0,1,0,0,1,0,0,0,1,1,0,25000,826.90002,100000,4.6100001,0,2,7,2,25,0,3,21084828,7.717073
0,1,0,0,0,0,1,0,0,0,1,1,0,10000,348.17999,42000,28.940001,0,3,12,0,22,0,6,1339281,5.1487179
0,0,0,1,0,0,1,0,1,0,0,1,0,14000,422.23999,70000,7.6599998,0,0,7,0,17,0,6,75858536,6.1599998
0,1,0,0,0,0,1,0,1,0,0,1,0,7000,236.23,95000,3.71,0,1,12,0,14,0,0,72250784,8.3000002
0,1,0,0,0,0,1,0,0,0,1,1,0,5000,169.66,114996,16.110001,1,1,5,0,27,0,7,294781312,12.2
0,0,0,0,0,1,1,0,0,1,0,1,0,10000,349.70001,48600,14.96,0,1,6,0,6,0,0,933474176,12.2
1,0,0,0,0,1,1,0,1,0,0,1,0,15000,482.32001,75000,22.4,0,2,10,0,20,0,10,78746080,6.8000002
0,1,0,0,0,0,1,0,1,0,0,1,0,15000,513.33002,65000,16.969999,0,0,5,0,9,0,3,23431414,7.3650794
0,1,0,0,0,0,1,0,0,0,1,1,0,25000,900.92999,75000,13.82,0,0,18,0,22,0,5,18062696,8.3000002
0,1,0,0,0,0,1,0,0,1,0,1,0,12000,393.67001,85000,9.0699997,0,0,9,0,16,0,0,298550688,9.6999998
0,1,0,0,0,0,1,0,0,0,1,1,0,13000,441.85999,130000,13.18,0,0,7,0,16,0,10,1233293,11.385916
0,1,0,0,0,0,1,0,1,0,0,1,0,13000,426.47,69400,11.83,0,0,12,0,35,0,1,277690176,7.0308509
0,1,0,0,0,0,1,0,0,1,0,1,0,10000,343.39001,39000,9.1400003,1,0,10,0,25,0,8,131929072,11.6
0,1,0,0,0,0,1,0,0,1,0,1,0,12000,404.97,54371,16.51,0,1,11,0,30,0,10,13582240,8.2345676
0,1,0,0,0,0,1,0,0,0,1,1,0,9750,348.92999,30000,30.68,0,1,9,0,21,0,6,380353408,7.5215054
0,0,0,0,0,1,0,1,1,0,0,1,0,10000,214.35001,90000,1.15,0,3,12,0,59,0,6,27961020,8.5279074
0,0,0,0,0,1,1,0,1,0,0,1,0,10300,317.98999,48852,2.5799999,0,0,13,0,37,0,4,212910464,9.3999996
0,1,0,0,0,0,1,0,1,0,0,1,0,10000,332.72,61000,12.04,1,0,9,1,24,1,10,1474289,9.2786884
0,1,0,0,0,0,1,0,1,0,0,0,1,10000,317.54001,65000,23.17,0,0,17,0,31,0,8,43885452,7.1999998
1,0,0,0,0,1,1,0,1,0,0,1,0,1000,39.040001,34000,17.719999,0,3,8,0,17,0,4,951503,10.038095
0,1,0,0,0,0,1,0,1,0,0,1,0,2500,87.650002,64000,18.559999,0,0,13,0,30,0,10,497584512,9.6999998
0,1,0,0,0,0,1,0,1,0,0,1,0,8125,282.89999,100000,13.46,0,0,12,0,31,0,3,51724432,6.762712
0,1,0,0,0,0,1,0,0,1,0,1,0,3300,106.73,15000,13.12,0,0,11,0,12,0,4,25392,4.9000001
0,1,0,0,0,0,1,0,1,0,0,1,0,1000,36.689999,30000,1.8,0,1,3,0,5,0,5,941391,9.953125
0,1,0,0,0,0,1,0,1,0,0,1,0,10750,336.38,32744,15.65,0,0,9,0,13,0,2,12268603,6.9047618
1,0,0,0,0,1,1,0,0,0,1,1,0,9000,288.85001,85004,7.1900001,0,1,9,0,28,0,5,95985272,8.9304352
0,1,0,0,0,0,1,0,1,0,0,1,0,5000,171.7,55000,2.5699999,0,2,5,0,5,0,1,14745780,6.5
0,1,0,0,0,0,1,0,0,0,1,1,0,24000,762.08002,115000,9.3699999,0,1,11,0,27,0,6,98852008,10.9
0,0,0,1,0,0,1,0,1,0,0,1,0,10800,364.47,105000,21.299999,0,1,17,0,31,0,10,28768306,11.13587
0,0,0,0,0,1,1,0,1,0,0,1,0,19000,621.96997,72000,11.68,0,1,13,0,29,0,3,65237704,7.8971829
0,1,0,0,0,0,1,0,0,0,1,1,0,8000,269.98001,55100,21.67,0,1,10,0,10,0,10,56905000,7.0743241
0,1,0,0,0,0,1,0,0,0,1,0,1,15000,529.51001,37000,5.0999999,0,4,10,0,30,0,10,30414522,9.0061731
0,1,0,0,0,0,1,0,1,0,0,1,0,6000,194.31,55840,16.33,0,3,17,0,29,0,6,35859984,7.6709676
0,1,0,0,0,0,1,0,1,0,0,1,0,12000,394.94,30000,10.32,0,0,9,0,18,0,5,1908066,11.442647
0,1,0,0,0,0,1,0,1,0,0,1,0,6500,234.25,134000,10.99,0,0,8,0,21,0,4,250530416,11.01383
0,0,0,0,0,1,1,0,1,0,0,1,0,10000,363.98999,65000,23.59,0,0,8,0,14,0,10,12920160,8.6656713
1,0,0,0,0,1,1,0,1,0,0,1,0,3700,121.95,76000,22.969999,0,0,7,0,25,0,4,324577568,5.4000001
0,1,0,0,0,0,1,0,1,0,0,1,0,14275,460.01999,78000,10.58,0,0,9,0,26,0,1,46594624,10.2
0,1,0,0,0,0,1,0,1,0,0,0,1,6625,230.67,28000,22.74,0,1,10,0,13,0,6,108639128,8.5190477
0,1,0,0,0,0,1,0,0,1,0,1,0,6000,207.17999,46000,19.540001,0,1,8,0,12,0,3,18909240,11.596341
0,1,0,0,0,0,1,0,0,1,0,1,0,15000,463.09,65000,11.5,0,0,5,0,20,0,6,20679550,11.483117
0,1,0,0,0,0,1,0,0,1,0,1,0,5000,155.50999,50000,9.8599997,0,0,8,0,13,0,1,35988788,6.8225808
0,1,0,0,0,0,1,0,1,0,0,0,1,18000,631.06,64500,14.47,0,0,14,0,40,0,2,17350730,7.0528302
0,1,0,0,0,0,1,0,1,0,0,1,0,6000,208.91,50000,19.299999,0,1,11,0,24,0,0,40445196,8.3000002
0,1,0,0,0,0,1,0,1,0,0,1,0,3825,137.85001,22000,12.47,0,1,12,0,16,0,1,131929072,11.6
0,1,0,0,0,0,1,0,0,0,1,1,0,22000,679.20001,160000,6.4400001,0,0,6,0,35,0,0,70976280,9.3888893
1,0,0,0,0,1,1,0,1,0,0,1,0,2400,82.010002,16800,7.9299998,0,0,4,0,4,0,3,239754672,11.814084
0,1,0,0,0,0,1,0,1,0,0,1,0,28000,889.09003,94000,20.620001,0,1,10,0,26,0,10,127320080,4.7728262
0,1,0,0,0,0,1,0,1,0,0,1,0,19725,665.65997,73138,27.610001,0,2,16,0,26,0,10,11918478,6.7021737
0,1,0,0,0,0,1,0,0,1,0,1,0,11000,354.48001,60000,15.28,0,1,6,0,17,0,10,29180506,9.3153849
0,0,0,0,0,1,1,0,0,0,1,1,0,3000,102.86,50000,3.4100001,0,0,4,0,6,0,4,239754672,11.814084
0,1,0,0,0,0,1,0,1,0,0,1,0,10000,323.42999,40000,23.280001,0,0,17,0,22,0,3,42520504,7.8914285
0,1,0,0,0,0,1,0,1,0,0,1,0,5000,156.46001,37000,8.4300003,0,0,7,1,10,1,6,2627042,7.9000001
0,1,0,0,0,0,1,0,0,0,1,1,0,14900,485.98001,52000,16.98,0,0,12,0,32,0,10,4091522,10.612281
0,1,0,0,0,0,0,1,0,1,0,1,0,6000,143.63,28632,6.8299999,0,0,6,0,7,0,3,49007128,9.6324673
0,1,0,0,0,0,1,0,1,0,0,1,0,12000,404.97,52000.031,20.790001,0,0,12,0,36,0,10,29647520,9.458025
1,0,0,0,0,1,0,1,1,0,0,1,0,6000,152.14,103000,7.0700002,1,6,5,0,10,0,4,17935472,8.1122446
0,1,0,0,0,0,1,0,1,0,0,1,0,5800,187.59,38000,23.59,0,0,11,0,34,0,10,43473340,7.8857141
1,1,0,0,0,0,1,0,0,0,1,0,1,13500,486.51001,50000,14.06,0,2,7,0,22,0,0,32674914,8.7236109
0,1,0,0,0,0,1,0,0,0,1,0,1,15500,566.21997,40000,33.459999,0,1,13,0,24,0,7,36294256,12.4
1,1,0,0,0,0,1,0,1,0,0,1,0,22000,724.04999,45000,14.27,0,0,11,0,32,0,5,181700672,9.7516127
0,1,0,0,0,0,1,0,0,1,0,1,0,2800,96.18,40000,21.629999,0,0,8,0,21,0,10,13458308,5.2492957
0,1,0,0,0,0,1,0,1,0,0,1,0,11000,334.79999,118000,9.6899996,0,0,9,0,29,0,0,12178854,8.5473118
0,1,0,0,0,0,1,0,1,0,0,1,0,4000,132.31,106000,5.6300001,1,0,12,0,44,0,10,8303844,9.2928572
1,1,0,0,0,0,1,0,0,1,0,1,0,9550,347.60999,60000,19.639999,0,3,15,1,30,1,0,3342360,6.7068968
0,1,0,0,0,0,1,0,0,0,1,1,0,21850,747.73999,55000,21.860001,0,0,5,0,18,0,8,50695316,6.6197677
1,1,0,0,0,0,1,0,1,0,0,1,0,4350,138.13,55000,16.6,0,0,10,0,21,0,2,939094080,10.9
1,1,0,0,0,0,1,0,0,0,1,1,0,15000,521.53003,54000,18.73,0,0,6,0,16,0,10,1024303808,12.79853
0,1,0,0,0,0,1,0,1,0,0,1,0,12000,412.06,80000,12.38,0,3,16,0,28,0,10,189343776,7.9000001
0,1,0,0,0,0,1,0,1,0,0,1,0,24000,787.33002,60840,8.9700003,5,0,18,0,28,0,2,53791056,6.8000002
0,0,0,0,0,1,1,0,0,0,1,1,0,29175,912.90002,59000,0.31,0,0,12,0,31,0,10,5687966,10.086154
0,1,0,0,0,0,1,0,1,0,0,1,0,3000,107.37,65000,18.040001,0,3,12,0,26,0,6,1911764,9.9147062
1,0,1,0,0,0,1,0,0,0,1,1,0,4500,146.78,63000,19.700001,0,3,14,0,28,0,7,36294256,12.4
0,1,0,0,0,0,1,0,1,0,0,1,0,9600,323.98001,50000,13.9,2,1,19,0,34,0,1,6077149,9.6393938
0,0,0,1,0,0,1,0,1,0,0,1,0,2500,83.18,110000,20.09,0,0,11,0,28,0,10,154478272,6.2966294
0,1,0,0,0,0,1,0,0,0,1,1,0,35000,1276.6,146000,14.91,0,1,14,0,49,0,5,201771824,10.3
0,0,0,1,0,0,1,0,1,0,0,1,0,2500,76.510002,66560,10.26,0,1,12,0,23,0,10,7409317,15.653247
0,0,0,1,0,0,1,0,0,1,0,1,0,3000,102.52,35760,0.67000002,1,1,6,0,8,0,0,22162892,7.5446811
